InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
529856,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2022-02-28,4.01,C12118,United Kingdom
535057,21931,JUMBO STORAGE BAG SUKI,12,2023-11-24,3.39,C12178,Portugal
515398,47566,PARTY BUNTING,25,2022-07-04,12.96,C12125,Portugal
522911,22086,PAPER CHAIN KIT 50S CHRISTMAS,23,2022-05-31,13.5,C12426,United Kingdom
510225,22960,JAM MAKING SET WITH JARS,42,2022-01-08,14.79,C12307,Norway
548320,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2023-05-10,5.07,C12263,United Kingdom
565838,47566,PARTY BUNTING,18,2023-10-10,12.55,C12457,United Kingdom
531890,22633,HAND WARMER UNION JACK,27,2022-01-01,18.65,C12368,Belgium
508125,85099B,JUMBO BAG RED RETROSPOT,48,2023-08-25,13.2,C12141,United Kingdom
573384,71053,WHITE METAL LANTERN,6,2022-06-10,6.7,C12497,United Kingdom
529165,85099B,JUMBO BAG RED RETROSPOT,13,2022-11-20,6.13,C12268,EIRE
599304,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2023-02-01,18.08,C12101,United Kingdom
591736,23206,LUNCH BAG APPLE DESIGN,1,2023-03-31,2.84,C12364,Netherlands
583360,22086,PAPER CHAIN KIT 50S CHRISTMAS,7,2023-08-28,11.49,C12064,Belgium
576743,21931,JUMBO STORAGE BAG SUKI,44,2022-09-24,0.79,C12223,United Kingdom
522612,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2022-01-03,9.54,C12461,Spain
501177,22633,HAND WARMER UNION JACK,6,2022-08-09,18.33,C12303,United Kingdom
546819,20725,LUNCH BAG RED RETROSPOT,48,2022-10-27,11.81,C12132,Portugal
526987,22086,PAPER CHAIN KIT 50S CHRISTMAS,23,2023-05-13,16.35,C12042,United Kingdom
559182,47566,PARTY BUNTING,23,2022-12-02,8.9,C12492,United Kingdom
578612,22086,PAPER CHAIN KIT 50S CHRISTMAS,11,2022-11-20,7.91,C12280,United Kingdom
593747,22960,JAM MAKING SET WITH JARS,34,2023-01-08,3.74,C12469,United Kingdom
554691,21212,PACK OF 72 RETROSPOT CAKE CASES,47,2023-10-10,10.88,C12026,United Kingdom
586365,22197,SMALL POPCORN HOLDER,13,2022-12-11,8.56,C12001,United Kingdom
503654,47566,PARTY BUNTING,44,2022-06-08,4.04,C12262,Netherlands
512149,21931,JUMBO STORAGE BAG SUKI,42,2022-03-25,18.4,C12425,United Kingdom
576666,21730,GLASS STAR FROSTED T-LIGHT HOLDER,44,2022-12-28,1.35,C12309,United Kingdom
537384,22960,JAM MAKING SET WITH JARS,21,2022-01-26,17.74,C12374,United Kingdom
534084,22086,PAPER CHAIN KIT 50S CHRISTMAS,42,2023-12-21,18.05,C12009,Portugal
536041,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,19,2022-06-16,17.1,C12049,United Kingdom
564174,22197,SMALL POPCORN HOLDER,10,2022-08-30,9.31,C12402,United Kingdom
577231,21931,JUMBO STORAGE BAG SUKI,33,2023-10-24,4.73,C12482,Portugal
557993,84029E,RED WOOLLY HOTTIE WHITE HEART,28,2023-06-07,4.52,C12142,United Kingdom
565108,22632,HAND WARMER RED POLKA DOT,25,2022-09-20,19.76,C12077,Switzerland
562438,22197,SMALL POPCORN HOLDER,39,2023-04-04,14.63,C12322,United Kingdom
591302,21212,PACK OF 72 RETROSPOT CAKE CASES,26,2022-10-15,7.08,C12018,United Kingdom
514210,22960,JAM MAKING SET WITH JARS,40,2023-11-07,13.08,C12493,United Kingdom
572240,22632,HAND WARMER RED POLKA DOT,6,2023-12-09,7.42,C12135,Switzerland
556549,71053,WHITE METAL LANTERN,44,2022-05-29,5.06,C12443,United Kingdom
574069,22633,HAND WARMER UNION JACK,44,2022-09-16,6.82,C12049,United Kingdom
509686,22752,SET 7 BABUSHKA NESTING BOXES,44,2022-07-28,13.41,C12129,Switzerland
542828,23207,LUNCH BAG PINK POLKADOT,44,2023-03-29,2.23,C12263,United Kingdom
568619,22086,PAPER CHAIN KIT 50S CHRISTMAS,42,2023-09-25,2.39,C12310,Norway
581437,21931,JUMBO STORAGE BAG SUKI,8,2023-10-18,16.01,C12399,United Kingdom
541323,22960,JAM MAKING SET WITH JARS,40,2022-09-05,0.89,C12278,France
556273,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,2023-02-10,2.31,C12120,United Kingdom
565061,22633,HAND WARMER UNION JACK,33,2023-04-05,12.37,C12230,United Kingdom
584328,23207,LUNCH BAG PINK POLKADOT,36,2022-04-24,6.41,C12225,United Kingdom
542685,71053,WHITE METAL LANTERN,1,2022-06-29,6.46,C12474,EIRE
504437,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2022-05-23,18.43,C12465,United Kingdom
525169,84029E,RED WOOLLY HOTTIE WHITE HEART,47,2023-11-09,8.24,C12243,United Kingdom
573861,22960,JAM MAKING SET WITH JARS,24,2023-04-07,10.88,C12290,United Kingdom
524226,84406B,CREAM CUPID HEARTS COAT HANGER,14,2023-02-09,2.08,C12335,United Kingdom
505656,71053,WHITE METAL LANTERN,35,2022-09-23,7.25,C12346,United Kingdom
531055,71053,WHITE METAL LANTERN,33,2022-04-20,18.49,C12280,United Kingdom
571308,21212,PACK OF 72 RETROSPOT CAKE CASES,3,2022-01-25,19.08,C12380,United Kingdom
546659,71053,WHITE METAL LANTERN,34,2022-03-20,10.37,C12391,United Kingdom
577452,22960,JAM MAKING SET WITH JARS,32,2022-04-02,2.88,C12443,United Kingdom
518268,21212,PACK OF 72 RETROSPOT CAKE CASES,29,2023-01-25,2.56,C12019,United Kingdom
542913,47566,PARTY BUNTING,23,2023-06-01,3.46,C12253,United Kingdom
595694,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2022-02-25,15.21,C12344,United Kingdom
550331,22632,HAND WARMER RED POLKA DOT,9,2022-11-25,3.27,C12470,EIRE
597539,21212,PACK OF 72 RETROSPOT CAKE CASES,16,2023-09-01,13.99,C12370,United Kingdom
541779,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,2023-01-15,5.04,C12102,United Kingdom
532371,23207,LUNCH BAG PINK POLKADOT,39,2023-04-30,14.62,C12419,United Kingdom
509956,84406B,CREAM CUPID HEARTS COAT HANGER,28,2023-03-31,9.89,C12006,United Kingdom
523177,84029E,RED WOOLLY HOTTIE WHITE HEART,27,2023-08-14,8.66,C12182,United Kingdom
556532,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2022-08-30,0.74,C12388,United Kingdom
570331,22197,SMALL POPCORN HOLDER,32,2023-05-12,10.01,C12484,United Kingdom
537487,47566,PARTY BUNTING,26,2023-06-30,2.98,C12190,United Kingdom
555316,22197,SMALL POPCORN HOLDER,41,2023-02-26,12.47,C12231,Australia
564641,84879,ASSORTED COLOUR BIRD ORNAMENT,17,2023-03-01,13.34,C12396,United Kingdom
590900,85099B,JUMBO BAG RED RETROSPOT,10,2022-08-20,18.64,C12028,Switzerland
523472,47566,PARTY BUNTING,8,2022-07-19,17.95,C12246,United Kingdom
547684,22086,PAPER CHAIN KIT 50S CHRISTMAS,23,2023-04-12,10.61,C12400,United Kingdom
560920,20725,LUNCH BAG RED RETROSPOT,37,2022-07-19,1.43,C12448,Switzerland
583588,47566,PARTY BUNTING,24,2022-01-17,2.55,C12384,United Kingdom
570067,23207,LUNCH BAG PINK POLKADOT,31,2023-10-13,6.28,C12276,United Kingdom
529956,22086,PAPER CHAIN KIT 50S CHRISTMAS,28,2023-03-18,7.42,C12210,United Kingdom
528270,84029E,RED WOOLLY HOTTIE WHITE HEART,8,2023-07-04,5.67,C12349,Belgium
535144,85099B,JUMBO BAG RED RETROSPOT,31,2022-12-26,15.76,C12219,Germany
506979,71053,WHITE METAL LANTERN,3,2023-01-17,2.87,C12462,United Kingdom
506910,21212,PACK OF 72 RETROSPOT CAKE CASES,25,2022-07-09,10.84,C12104,United Kingdom
517153,22197,SMALL POPCORN HOLDER,36,2023-05-03,6.21,C12265,United Kingdom
564379,22960,JAM MAKING SET WITH JARS,31,2022-10-15,10.65,C12180,United Kingdom
526806,71053,WHITE METAL LANTERN,15,2023-02-06,2.66,C12010,United Kingdom
592949,22632,HAND WARMER RED POLKA DOT,14,2023-09-18,9.07,C12152,United Kingdom
598989,23207,LUNCH BAG PINK POLKADOT,21,2023-03-11,13.68,C12413,Spain
548758,21931,JUMBO STORAGE BAG SUKI,35,2022-08-10,13.59,C12375,United Kingdom
528044,21730,GLASS STAR FROSTED T-LIGHT HOLDER,41,2022-05-29,11.11,C12496,United Kingdom
594463,22633,HAND WARMER UNION JACK,23,2022-07-22,13.3,C12301,United Kingdom
513057,47566,PARTY BUNTING,28,2023-04-11,1.34,C12344,United Kingdom
520567,22086,PAPER CHAIN KIT 50S CHRISTMAS,31,2023-02-11,10.02,C12435,United Kingdom
508706,20725,LUNCH BAG RED RETROSPOT,43,2022-12-19,15.28,C12460,United Kingdom
509496,23206,LUNCH BAG APPLE DESIGN,30,2023-01-02,17.53,C12022,United Kingdom
522656,84029E,RED WOOLLY HOTTIE WHITE HEART,42,2023-08-07,11.38,C12110,United Kingdom
521727,20725,LUNCH BAG RED RETROSPOT,1,2023-04-28,5.92,C12260,United Kingdom
580102,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2022-10-29,14.98,C12353,Australia
519033,71053,WHITE METAL LANTERN,9,2023-08-21,11.31,C12424,United Kingdom
589464,20725,LUNCH BAG RED RETROSPOT,14,2023-03-13,15.12,C12208,Portugal
582617,23207,LUNCH BAG PINK POLKADOT,31,2022-07-30,6.46,C12074,United Kingdom
523705,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,20,2022-08-15,15.72,C12110,United Kingdom
592197,84029E,RED WOOLLY HOTTIE WHITE HEART,40,2022-07-21,3.98,C12229,Netherlands
568099,21212,PACK OF 72 RETROSPOT CAKE CASES,45,2022-04-29,2.31,C12259,United Kingdom
506643,21212,PACK OF 72 RETROSPOT CAKE CASES,37,2022-02-24,11.81,C12002,Portugal
560603,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,34,2022-06-08,12.19,C12375,United Kingdom
542092,23206,LUNCH BAG APPLE DESIGN,46,2023-10-26,3.41,C12304,United Kingdom
510258,20725,LUNCH BAG RED RETROSPOT,38,2023-12-05,4.59,C12029,United Kingdom
576256,85099B,JUMBO BAG RED RETROSPOT,30,2022-07-02,6.9,C12172,Norway
575564,22197,SMALL POPCORN HOLDER,47,2022-04-28,19.97,C12318,France
583930,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2022-02-16,10.18,C12400,United Kingdom
503471,22086,PAPER CHAIN KIT 50S CHRISTMAS,14,2022-05-17,15.07,C12197,United Kingdom
593808,84029E,RED WOOLLY HOTTIE WHITE HEART,10,2023-09-11,7.02,C12499,United Kingdom
525122,22960,JAM MAKING SET WITH JARS,45,2023-03-02,15.76,C12197,Germany
525279,21212,PACK OF 72 RETROSPOT CAKE CASES,29,2022-02-18,9.5,C12409,United Kingdom
505105,84029E,RED WOOLLY HOTTIE WHITE HEART,26,2022-10-22,2.07,C12355,United Kingdom
517069,84406B,CREAM CUPID HEARTS COAT HANGER,36,2022-07-01,15.43,C12128,United Kingdom
523252,20725,LUNCH BAG RED RETROSPOT,31,2023-07-02,18.49,C12187,United Kingdom
534742,20725,LUNCH BAG RED RETROSPOT,22,2022-06-12,5.6,C12105,United Kingdom
507896,21212,PACK OF 72 RETROSPOT CAKE CASES,16,2023-09-10,7.74,C12119,United Kingdom
595850,22960,JAM MAKING SET WITH JARS,9,2023-11-27,10.01,C12069,United Kingdom
596894,23207,LUNCH BAG PINK POLKADOT,21,2023-06-03,10.88,C12337,United Kingdom
565428,22086,PAPER CHAIN KIT 50S CHRISTMAS,11,2023-10-17,19.29,C12465,United Kingdom
528228,84879,ASSORTED COLOUR BIRD ORNAMENT,37,2022-03-23,19.64,C12153,United Kingdom
587896,84406B,CREAM CUPID HEARTS COAT HANGER,37,2023-01-06,11.52,C12086,Norway
591006,20725,LUNCH BAG RED RETROSPOT,33,2023-12-09,3.45,C12444,United Kingdom
598876,84879,ASSORTED COLOUR BIRD ORNAMENT,33,2023-07-27,10.71,C12326,Belgium
545232,71053,WHITE METAL LANTERN,43,2023-08-21,1.82,C12027,United Kingdom
547945,21931,JUMBO STORAGE BAG SUKI,46,2023-07-31,9.44,C12097,United Kingdom
576943,84029E,RED WOOLLY HOTTIE WHITE HEART,48,2022-04-08,4.71,C12001,United Kingdom
530651,85099B,JUMBO BAG RED RETROSPOT,22,2022-10-21,6.17,C12434,United Kingdom
518708,84879,ASSORTED COLOUR BIRD ORNAMENT,49,2023-01-26,4.43,C12098,United Kingdom
572055,23207,LUNCH BAG PINK POLKADOT,46,2023-10-17,15.21,C12153,United Kingdom
527624,22633,HAND WARMER UNION JACK,22,2023-01-16,3.65,C12212,Australia
581816,22633,HAND WARMER UNION JACK,26,2022-03-07,11.38,C12057,United Kingdom
521253,84406B,CREAM CUPID HEARTS COAT HANGER,33,2022-08-15,8.12,C12455,United Kingdom
532658,21730,GLASS STAR FROSTED T-LIGHT HOLDER,25,2023-03-03,8.25,C12435,United Kingdom
533243,84029E,RED WOOLLY HOTTIE WHITE HEART,12,2023-05-23,10.7,C12306,United Kingdom
540846,22632,HAND WARMER RED POLKA DOT,8,2023-07-13,16.06,C12163,Netherlands
577067,85099B,JUMBO BAG RED RETROSPOT,42,2023-03-30,9.23,C12237,France
579473,71053,WHITE METAL LANTERN,3,2022-10-10,7.58,C12262,Norway
533380,47566,PARTY BUNTING,28,2023-06-04,4.44,C12039,United Kingdom
562987,85099B,JUMBO BAG RED RETROSPOT,30,2023-06-28,12.5,C12106,United Kingdom
556481,47566,PARTY BUNTING,1,2023-06-17,8.65,C12301,United Kingdom
526819,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,27,2022-05-11,13.89,C12411,Netherlands
597756,23207,LUNCH BAG PINK POLKADOT,5,2023-04-21,19.48,C12417,United Kingdom
530090,22632,HAND WARMER RED POLKA DOT,6,2023-01-12,14.35,C12371,United Kingdom
500587,71053,WHITE METAL LANTERN,21,2022-05-11,5.46,C12430,EIRE
518099,85099B,JUMBO BAG RED RETROSPOT,26,2023-11-06,2.46,C12276,United Kingdom
584246,71053,WHITE METAL LANTERN,47,2022-03-16,4.23,C12040,United Kingdom
576637,85099B,JUMBO BAG RED RETROSPOT,17,2023-10-13,16.91,C12383,United Kingdom
587969,22086,PAPER CHAIN KIT 50S CHRISTMAS,33,2022-09-29,2.96,C12346,United Kingdom
538547,71053,WHITE METAL LANTERN,28,2023-03-30,13.79,C12482,United Kingdom
571906,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2022-05-23,14.04,C12455,Switzerland
598696,21212,PACK OF 72 RETROSPOT CAKE CASES,36,2023-07-05,17.49,C12499,United Kingdom
572954,84406B,CREAM CUPID HEARTS COAT HANGER,15,2023-10-08,5.58,C12251,Switzerland
574567,71053,WHITE METAL LANTERN,38,2023-05-16,4.92,C12375,United Kingdom
523383,84406B,CREAM CUPID HEARTS COAT HANGER,14,2022-10-08,9.84,C12146,United Kingdom
515282,21212,PACK OF 72 RETROSPOT CAKE CASES,22,2022-03-24,17.24,C12153,Switzerland
548454,84406B,CREAM CUPID HEARTS COAT HANGER,9,2022-06-22,16.87,C12425,United Kingdom
550085,21212,PACK OF 72 RETROSPOT CAKE CASES,19,2023-02-02,17.52,C12062,EIRE
577175,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,30,2023-11-04,1.4,C12423,Germany
598344,23207,LUNCH BAG PINK POLKADOT,11,2022-11-30,1.95,C12088,United Kingdom
589709,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2023-09-29,17.61,C12067,France
509885,22632,HAND WARMER RED POLKA DOT,16,2023-03-08,5.17,C12119,United Kingdom
550500,20725,LUNCH BAG RED RETROSPOT,46,2023-10-23,17.19,C12034,United Kingdom
585436,85099B,JUMBO BAG RED RETROSPOT,44,2022-07-20,2.74,C12275,United Kingdom
589388,22632,HAND WARMER RED POLKA DOT,17,2023-04-25,1.76,C12323,United Kingdom
526649,22086,PAPER CHAIN KIT 50S CHRISTMAS,12,2023-06-11,9.56,C12423,Belgium
596019,23207,LUNCH BAG PINK POLKADOT,40,2023-07-04,18.99,C12092,United Kingdom
530795,23206,LUNCH BAG APPLE DESIGN,7,2023-02-10,3.07,C12131,United Kingdom
511190,22960,JAM MAKING SET WITH JARS,44,2022-06-11,19.04,C12066,Belgium
593905,22632,HAND WARMER RED POLKA DOT,23,2022-08-02,8.44,C12256,France
585371,21931,JUMBO STORAGE BAG SUKI,6,2023-10-10,1.39,C12060,United Kingdom
573869,84879,ASSORTED COLOUR BIRD ORNAMENT,29,2023-02-28,9.72,C12448,United Kingdom
517709,84406B,CREAM CUPID HEARTS COAT HANGER,49,2022-02-18,10.57,C12431,Spain
596038,21931,JUMBO STORAGE BAG SUKI,43,2023-08-25,16.96,C12189,United Kingdom
588296,21931,JUMBO STORAGE BAG SUKI,42,2023-01-17,6.22,C12191,United Kingdom
549334,22632,HAND WARMER RED POLKA DOT,49,2023-07-25,12.53,C12343,United Kingdom
559518,22632,HAND WARMER RED POLKA DOT,11,2022-11-29,1.37,C12038,United Kingdom
578279,21212,PACK OF 72 RETROSPOT CAKE CASES,40,2022-11-28,8.73,C12044,United Kingdom
555398,22960,JAM MAKING SET WITH JARS,48,2023-08-25,6.29,C12267,United Kingdom
535820,84029E,RED WOOLLY HOTTIE WHITE HEART,27,2023-11-01,0.54,C12007,United Kingdom
569569,22086,PAPER CHAIN KIT 50S CHRISTMAS,47,2023-10-20,17.5,C12214,United Kingdom
534542,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,36,2023-10-21,7.7,C12477,United Kingdom
514376,22633,HAND WARMER UNION JACK,12,2023-10-17,2.06,C12083,Switzerland
534610,21730,GLASS STAR FROSTED T-LIGHT HOLDER,29,2023-03-26,13.73,C12257,United Kingdom
564200,47566,PARTY BUNTING,14,2022-04-28,12.9,C12460,United Kingdom
577313,21730,GLASS STAR FROSTED T-LIGHT HOLDER,20,2023-09-21,12.94,C12027,United Kingdom
528669,22752,SET 7 BABUSHKA NESTING BOXES,30,2022-03-22,3.27,C12386,United Kingdom
574964,20725,LUNCH BAG RED RETROSPOT,45,2022-12-23,8.29,C12418,United Kingdom
507461,21931,JUMBO STORAGE BAG SUKI,25,2023-05-20,14.72,C12126,Netherlands
536788,47566,PARTY BUNTING,35,2022-03-14,2.01,C12145,United Kingdom
584162,22752,SET 7 BABUSHKA NESTING BOXES,44,2023-03-27,16.07,C12121,United Kingdom
547775,20725,LUNCH BAG RED RETROSPOT,23,2023-07-14,6.72,C12334,United Kingdom
540603,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,2023-03-16,7.8,C12379,United Kingdom
584526,84029E,RED WOOLLY HOTTIE WHITE HEART,37,2022-07-12,17.86,C12006,United Kingdom
544014,23207,LUNCH BAG PINK POLKADOT,10,2023-02-23,13.09,C12274,United Kingdom
591575,47566,PARTY BUNTING,5,2023-11-19,10.86,C12304,United Kingdom
507069,20725,LUNCH BAG RED RETROSPOT,31,2023-03-10,13.92,C12485,United Kingdom
547093,84406B,CREAM CUPID HEARTS COAT HANGER,4,2023-03-06,2.44,C12074,United Kingdom
579674,47566,PARTY BUNTING,42,2022-09-19,8.21,C12447,Germany
522052,22086,PAPER CHAIN KIT 50S CHRISTMAS,42,2022-05-05,18.05,C12244,United Kingdom
518800,84879,ASSORTED COLOUR BIRD ORNAMENT,23,2022-07-20,9.16,C12123,United Kingdom
527716,22960,JAM MAKING SET WITH JARS,17,2022-10-05,8.02,C12058,United Kingdom
576118,84029E,RED WOOLLY HOTTIE WHITE HEART,13,2023-01-14,11.06,C12488,United Kingdom
570393,23206,LUNCH BAG APPLE DESIGN,34,2023-07-17,5.56,C12386,United Kingdom
500358,21931,JUMBO STORAGE BAG SUKI,44,2022-05-19,5.08,C12340,United Kingdom
555778,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,28,2023-09-29,11.87,C12498,United Kingdom
555568,22960,JAM MAKING SET WITH JARS,11,2023-05-24,4.54,C12110,Portugal
584754,84406B,CREAM CUPID HEARTS COAT HANGER,40,2023-10-26,6.85,C12251,France
535428,84029E,RED WOOLLY HOTTIE WHITE HEART,8,2023-10-19,1.27,C12486,Netherlands
526421,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,27,2022-09-24,18.23,C12373,United Kingdom
516859,22960,JAM MAKING SET WITH JARS,21,2023-05-02,15.04,C12046,United Kingdom
513893,84029E,RED WOOLLY HOTTIE WHITE HEART,20,2023-06-08,9.6,C12464,United Kingdom
572702,21931,JUMBO STORAGE BAG SUKI,26,2023-08-05,19.63,C12370,United Kingdom
520878,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,33,2023-02-11,11.47,C12101,Netherlands
518354,47566,PARTY BUNTING,14,2023-08-27,9.39,C12191,Germany
548456,22086,PAPER CHAIN KIT 50S CHRISTMAS,7,2022-02-17,19.14,C12238,United Kingdom
540510,22633,HAND WARMER UNION JACK,17,2022-05-27,12.98,C12115,United Kingdom
550876,22752,SET 7 BABUSHKA NESTING BOXES,5,2023-05-09,10.45,C12322,United Kingdom
536674,85099B,JUMBO BAG RED RETROSPOT,22,2023-11-14,13.91,C12113,Belgium
511944,84879,ASSORTED COLOUR BIRD ORNAMENT,21,2022-07-13,7.49,C12297,United Kingdom
510503,84406B,CREAM CUPID HEARTS COAT HANGER,30,2022-01-19,0.67,C12183,United Kingdom
568899,21931,JUMBO STORAGE BAG SUKI,30,2022-03-06,0.78,C12487,Germany
508068,84029E,RED WOOLLY HOTTIE WHITE HEART,37,2023-10-10,0.61,C12000,United Kingdom
552327,22632,HAND WARMER RED POLKA DOT,36,2023-12-04,14.15,C12126,United Kingdom
501381,22632,HAND WARMER RED POLKA DOT,14,2023-02-18,8.45,C12289,United Kingdom
510207,47566,PARTY BUNTING,3,2023-11-16,12.83,C12354,France
570721,71053,WHITE METAL LANTERN,19,2023-06-12,10.69,C12044,United Kingdom
546092,22633,HAND WARMER UNION JACK,42,2022-12-24,5.22,C12144,United Kingdom
570263,22086,PAPER CHAIN KIT 50S CHRISTMAS,39,2022-08-03,8.33,C12414,United Kingdom
533204,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-11-01,11.21,C12052,United Kingdom
530750,22960,JAM MAKING SET WITH JARS,19,2023-12-27,13.13,C12020,United Kingdom
589571,21931,JUMBO STORAGE BAG SUKI,32,2022-01-10,9.26,C12182,United Kingdom
531921,22633,HAND WARMER UNION JACK,20,2022-01-14,13.81,C12053,United Kingdom
584227,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2022-01-30,6.15,C12499,United Kingdom
512237,22960,JAM MAKING SET WITH JARS,8,2023-09-23,5.79,C12058,Switzerland
589678,71053,WHITE METAL LANTERN,11,2023-07-15,5.8,C12337,Portugal
522736,21931,JUMBO STORAGE BAG SUKI,18,2022-10-21,5.89,C12348,United Kingdom
541627,22197,SMALL POPCORN HOLDER,6,2022-06-06,5.31,C12263,United Kingdom
505571,47566,PARTY BUNTING,43,2023-11-05,5.77,C12120,United Kingdom
548695,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,13,2022-07-17,8.74,C12337,United Kingdom
562368,20725,LUNCH BAG RED RETROSPOT,17,2022-08-06,13.9,C12178,United Kingdom
529796,84879,ASSORTED COLOUR BIRD ORNAMENT,21,2022-01-13,14.4,C12174,United Kingdom
571368,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2023-08-29,13.68,C12023,United Kingdom
522005,23207,LUNCH BAG PINK POLKADOT,12,2022-04-11,19.99,C12466,EIRE
587697,85099B,JUMBO BAG RED RETROSPOT,41,2023-05-11,9.78,C12358,United Kingdom
526654,21212,PACK OF 72 RETROSPOT CAKE CASES,41,2023-02-01,4.13,C12226,Germany
576396,71053,WHITE METAL LANTERN,9,2022-04-10,17.46,C12015,United Kingdom
596035,22960,JAM MAKING SET WITH JARS,9,2022-09-20,3.16,C12236,United Kingdom
516923,22197,SMALL POPCORN HOLDER,6,2022-05-29,13.07,C12002,United Kingdom
533002,22633,HAND WARMER UNION JACK,1,2022-09-09,17.86,C12309,United Kingdom
555860,84406B,CREAM CUPID HEARTS COAT HANGER,49,2023-10-12,2.67,C12012,United Kingdom
518199,20725,LUNCH BAG RED RETROSPOT,10,2023-11-08,0.79,C12302,United Kingdom
524472,71053,WHITE METAL LANTERN,36,2023-11-06,19.0,C12469,Germany
512828,84406B,CREAM CUPID HEARTS COAT HANGER,12,2023-06-20,12.11,C12110,United Kingdom
519611,47566,PARTY BUNTING,26,2022-04-29,13.71,C12408,Norway
544724,85099B,JUMBO BAG RED RETROSPOT,40,2023-05-17,3.06,C12174,Germany
581029,84879,ASSORTED COLOUR BIRD ORNAMENT,30,2023-02-25,7.67,C12186,United Kingdom
551955,21730,GLASS STAR FROSTED T-LIGHT HOLDER,25,2023-06-03,15.58,C12479,Belgium
556547,20725,LUNCH BAG RED RETROSPOT,43,2023-10-09,13.43,C12015,Norway
527606,22086,PAPER CHAIN KIT 50S CHRISTMAS,32,2022-08-13,18.02,C12306,EIRE
502204,22633,HAND WARMER UNION JACK,4,2023-05-04,18.04,C12044,Belgium
549067,71053,WHITE METAL LANTERN,13,2023-04-16,15.08,C12225,United Kingdom
561215,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2023-03-10,10.85,C12089,United Kingdom
577240,22632,HAND WARMER RED POLKA DOT,26,2022-12-28,4.32,C12016,United Kingdom
578915,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2023-04-01,19.64,C12300,EIRE
532430,22086,PAPER CHAIN KIT 50S CHRISTMAS,11,2022-02-18,5.57,C12350,United Kingdom
536081,23207,LUNCH BAG PINK POLKADOT,47,2023-11-17,1.68,C12101,Portugal
535063,21931,JUMBO STORAGE BAG SUKI,20,2023-04-04,12.8,C12369,United Kingdom
521625,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,2023-07-27,15.34,C12433,United Kingdom
539121,21212,PACK OF 72 RETROSPOT CAKE CASES,38,2023-03-22,18.61,C12452,United Kingdom
537853,21212,PACK OF 72 RETROSPOT CAKE CASES,13,2022-01-03,9.44,C12201,United Kingdom
593344,22752,SET 7 BABUSHKA NESTING BOXES,44,2023-09-12,18.0,C12092,United Kingdom
528328,21931,JUMBO STORAGE BAG SUKI,13,2023-10-30,10.78,C12239,Netherlands
515449,85099B,JUMBO BAG RED RETROSPOT,48,2023-11-30,8.43,C12067,Australia
530873,20725,LUNCH BAG RED RETROSPOT,18,2022-11-07,12.07,C12138,Australia
568431,22752,SET 7 BABUSHKA NESTING BOXES,34,2022-09-02,14.12,C12259,United Kingdom
536191,71053,WHITE METAL LANTERN,13,2023-04-23,17.16,C12417,United Kingdom
545242,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-08-16,9.44,C12494,Spain
584388,23207,LUNCH BAG PINK POLKADOT,29,2022-05-17,10.23,C12087,Belgium
524532,84879,ASSORTED COLOUR BIRD ORNAMENT,28,2022-06-20,4.96,C12035,France
